basisOfRecord,class,classid,collectionCode,coordinateUncertaintyInMeters,country,countryCode,datasetID,date_end,date_mid,date_start,date_year,day,decimalLatitude,decimalLongitude,eventDate,eventID,family,familyid,footprintWKT,genus,genusid,geodeticDatum,individualCount,institutionCode,kingdom,kingdomid,language,marine,month,occurrenceID,occurrenceStatus,order,orderid,phylum,phylumid,recordedBy,samplingEffort,samplingProtocol,scientificName,scientificNameAuthorship,scientificNameID,species,speciesid,specificEpithet,startDayOfYear,suborder,suborderid,subphylum,subphylumid,superfamily,superfamilyid,taxonRank,waterBody,year,id,dataset_id,node_id,dropped,absence,originalScientificName,aphiaID,flags,bathymetry,shoredistance,sst,sss,datasetName,depth,fieldNumber,maximumDepthInMeters,minimumDepthInMeters,modified,occurrenceRemarks,coordinatePrecision,organismQuantity,organismQuantityType,stateProvince,catalogNumber,collectionID,continent,dateIdentified,higherClassification,higherGeography,identifiedBy,institutionID,license,locality,locationID,nomenclaturalCode,preparations,type,typeStatus,verbatimEventDate,verbatimLatitude,verbatimLongitude,taxonConceptID,vernacularName,endDayOfYear,county,eventRemarks,habitat,otherCatalogNumbers,dynamicProperties,georeferenceSources,subclass,subclassid,superdomain,superdomainid,bibliographicCitation,associatedReferences,ownerInstitutionCode,footprintSRS,references
PreservedSpecimen,Hexacorallia,1340,MIZ,NA,Australia,NA,NA,624499200000,624499200000,624499200000,1989,NA,-15.94361,123.6928,1989-10-16T14:00:00Z,NA,Actiniidae,100653,POINT (123.69280 -15.94361),Entacmaea,267415,NA,1,WAM,Animalia,2,NA,TRUE,NA,urn:lsid:taxonomy.org.au:MIZ:55731,present,Actiniaria,1360,Cnidaria,1267,"Jones, D.S.",NA,NA,Entacmaea quadricolor,NA,urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,NA,5288159c-a0d9-40f6-b2c8-960ab3ac05c2,0a6c216b-0abe-44d2-a45c-43d9611e2a03,2a57cd59-6799-4579-955e-27c9af97aea4,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,-33,17149,28.45,34.7,NA,NA,NA,NA,NA,2022-06-22T05:34:00,NA,NA,NA,NA,Western Australia,Z55731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,urn:lsid:biodiversity.org.au:afd.taxon:94a8d388-13be-4f33-a084-db0ff73105c3,bubbletip anemone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,SPRFMO VME,100,NA,NA,NA,1077494400000,1077494400000,1077494400000,2004,23,-14.35114956,-170.7286377,2004-02-23,NA,Actiniidae,100653,POINT (-170.7286 -14.3511),Entacmaea,267415,WGS84,NA,NIWA,Animalia,2,en,TRUE,2,160248,present,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,"(Leuckart in Rüppell & Leuckart, 1828)",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,54,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,NA,Pacific Ocean,2004,5313c664-16e1-4100-98e6-e8907389058d,6c813a6c-86f7-4d45-beb5-33eebd8de938,6c17c09e-5cc2-4d5a-8463-e866731d35a1,FALSE,FALSE,Entacmaea quadricolor,289898,NA,190,52,28.69,35.14,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,13.5,31699900,16,11,2016-01-20,VME Group = Actiniaria; Source = OBIS CRED Rapid Ecological Assessment of Invertebrate in the Pacific Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,LIRS,100,Australia,NA,NA,1522454400000,1522454400000,1522454400000,2018,NA,-14.6751,145.446,2018-03-31 00:03:00,NA,Actiniidae,100653,POINT (145.44618 -14.67510),Entacmaea,267415,NA,NA,AM,Animalia,2,NA,TRUE,NA,1132bfbf-83fa-40d3-acd8-fa9a9219b54b,present,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,NA,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,NA,5947815a-9765-4dbe-a032-94cd5b705427,0e4e4700-5e70-48b1-b100-d6b05888dfa9,2a57cd59-6799-4579-955e-27c9af97aea4,FALSE,FALSE,Entacmaea quadricolor,289898,"NO_DEPTH,ON_LAND",0.05,-28,26.45,34.93,NA,NA,NA,NA,NA,2019-01-02T15:25:50,NA,0.0009,1,individuals,Queensland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,IZ,NA,Indonesia,NA,NA,246499200000,246499200000,246499200000,1977,24,-5.5972222222,132.7194444444,1977-10-24,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,CAS,Animalia,2,en,TRUE,10,urn:catalog:CAS:IZ:9646,NA,Actiniaria,1360,Cnidaria,1267,Daphne F. Dunn,NA,NA,Entacmaea quadricolor,"(Leuckart in Rüppell & Leuckart, 1828)",NA,Entacmaea quadricolor,289898,quadricolor,297,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,1977,59559f0c-d98f-4b79-aca5-3d2279e7a3c2,aa16d305-d413-4c4a-90be-b1ec3298d58d,b7c47783-a020-4173-b390-7b57c4fa1426,FALSE,FALSE,Entacmaea quadricolor,289898,NA,7,388,28.15,33.71,NA,1.5,024029,NA,1.5,NA,"Spec. notes: Pieces only; NOTES:Column rich brown, host for fish ""Premnas biaculeatus"" Remainder of specimen #CA 83 in Rumphius Memorial Laboratory, Ambon.",NA,NA,NA,NA,9646,https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470,Asia,1977-10-24,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Actiniaria, Enthemonae, Actinioidea, Actiniidae","Asia, Pacific Ocean",Daphne F. Dunn,http://grscicoll.org/institution/california-academy-sciences,https://creativecommons.org/publicdomain/zero/1.0/,"Moluccas Islands, Kei Islands, N tip of Kran Island, Tual Bay (around Kran Island), on dead ""Acropora"" branches.",05d3072c-2598-11ed-aace-005056be1b7a,ICZN,Fluid-10% formalin(1),Physical Object,VOUCHER,24 Oct 1977,"05 36'10""S","132 43'10""E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,SPRFMO VME,100,NA,NA,NA,1077494400000,1077494400000,1077494400000,2004,23,-14.3113699,-170.6928864,2004-02-23,NA,Actiniidae,100653,POINT (-170.6929 -14.3114),Entacmaea,267415,WGS84,NA,NIWA,Animalia,2,en,TRUE,2,160255,present,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,"(Leuckart in Rüppell & Leuckart, 1828)",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,54,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,NA,Pacific Ocean,2004,5c23f419-f8bf-4d59-9b68-7aafcd9812ca,6c813a6c-86f7-4d45-beb5-33eebd8de938,6c17c09e-5cc2-4d5a-8463-e866731d35a1,FALSE,FALSE,Entacmaea quadricolor,289898,NA,56,292,28.69,35.13,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,13.5,31696005,16,11,2016-01-20,VME Group = Actiniaria; Source = OBIS CRED Rapid Ecological Assessment of Invertebrate in the Pacific Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,IZ,NA,Japan,NA,NA,235440000000,235440000000,235440000000,1977,18,34.0833333333,139.5,1977-06-18,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,CAS,Animalia,2,en,TRUE,6,urn:catalog:CAS:IZ:9627,NA,Actiniaria,1360,Cnidaria,1267,Daphne F. Dunn,NA,NA,Entacmaea quadricolor,"(Leuckart in Rüppell & Leuckart, 1828)",NA,Entacmaea quadricolor,289898,quadricolor,169,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,1977,5dcdcb2a-f37c-43c1-b0b7-6058bf39b282,aa16d305-d413-4c4a-90be-b1ec3298d58d,b7c47783-a020-4173-b390-7b57c4fa1426,FALSE,FALSE,Entacmaea quadricolor,289898,"NO_DEPTH,ON_LAND",-384,-1642,21.97,34.34,NA,NA,024013,NA,NA,NA,"Spec. notes: 7; NOTES:2x ""actinostoloides"" variety, 5x ""maxima"" variety. Spec. observed alive. Voucher spec. for Dunn, D.F. 1981. Trans. Amer. Philosoph. Soc. 71(1):27.",NA,NA,NA,Tokyo Prefecture,9627,https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470,Asia,1977-06-18,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Actiniaria, Enthemonae, Actinioidea, Actiniidae","Asia, North Pacific Ocean, Japan",Daphne F. Dunn,http://grscicoll.org/institution/california-academy-sciences,https://creativecommons.org/publicdomain/zero/1.0/,"Izu Islands, Miyake-jima, abe tide pools, shallow, on rock walls",05d2fd22-2598-11ed-aace-005056be1b7a,ICZN,Fluid-10% formalin(7),Physical Object,VOUCHER,18 Jun 1977,34 05'N,139 30'E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,PROCFish/C,30,Solomon Islands,SB,7c0229a3-75b1-45e1-ab94-e036aa75f2db,1155254400000,1155254400000,1155254400000,2006,11,-8.148908,157.0197415,2006-08-11,DD776DC1-9A94-4F7B-9D97-7B17F96EFBE5,Actiniidae,100653,POINT (157.0197415 -8.148908),Entacmaea,267415,WGS84,1,SPC,Animalia,2,en,TRUE,8,DD776DC1-9A94-4F7B-9D97-7B17F96EFBE5_DF542953-4220-4A6C-A0B9-D54C68825927,present,Actiniaria,1360,Cnidaria,1267,Ferral Lasi,Reef front search,http://purl.org/spc/digilib/doc/pfj5w,Entacmaea quadricolor,"""(Leuckart in R�ppell & Leuckart, 1828)""",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,223,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,Pacific Ocean,2006,5e4fcb4d-e7ff-43e0-b2a8-9e542e906e3f,7cab72d0-12e0-46ac-823a-786cdb3ade40,6c17c09e-5cc2-4d5a-8463-e866731d35a1,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,2,1506,29.47,34.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,PROCFish/C,30,Solomon Islands,SB,7c0229a3-75b1-45e1-ab94-e036aa75f2db,1156464000000,1156464000000,1156464000000,2006,25,-8.513317,158.021033,2006-08-25,D1C5B2E9-8893-4E9A-A389-4167D61E98EC,Actiniidae,100653,POINT (158.021033 -8.513317),Entacmaea,267415,WGS84,1,SPC,Animalia,2,en,TRUE,8,D1C5B2E9-8893-4E9A-A389-4167D61E98EC_DF542953-4220-4A6C-A0B9-D54C68825927,present,Actiniaria,1360,Cnidaria,1267,Emmanuel Tardy,Reef benthos transect,http://purl.org/spc/digilib/doc/pfj5w,Entacmaea quadricolor,"""(Leuckart in R�ppell & Leuckart, 1828)""",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,237,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,Pacific Ocean,2006,5f7fcf83-5915-419c-b4bb-dff79b1c2500,7cab72d0-12e0-46ac-823a-786cdb3ade40,6c17c09e-5cc2-4d5a-8463-e866731d35a1,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,-4,70,29.43,34.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,IZ,NA,Indonesia,NA,NA,246499200000,246499200000,246499200000,1977,24,-5.5972222222,132.7219444444,1977-10-24,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,CAS,Animalia,2,en,TRUE,10,urn:catalog:CAS:IZ:9641,NA,Actiniaria,1360,Cnidaria,1267,Daphne F. Dunn,NA,NA,Entacmaea quadricolor,"(Leuckart in Rüppell & Leuckart, 1828)",NA,Entacmaea quadricolor,289898,quadricolor,297,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,1977,64da5541-195a-4cc1-9afe-a3d674dd41ea,aa16d305-d413-4c4a-90be-b1ec3298d58d,b7c47783-a020-4173-b390-7b57c4fa1426,FALSE,FALSE,Entacmaea quadricolor,289898,NA,7,315,28.15,33.71,NA,1.5,024024,NA,1.5,NA,Spec. notes: 2; NOTES:Red column.,NA,NA,NA,NA,9641,https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470,Asia,1977-10-24,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Actiniaria, Enthemonae, Actinioidea, Actiniidae","Asia, Pacific Ocean",Daphne F. Dunn,http://grscicoll.org/institution/california-academy-sciences,https://creativecommons.org/publicdomain/zero/1.0/,"Moluccas Islands, Kei Islands, N tip of Kran Island, Tual Bay (around Kran Island), on rock together with 3 others of same species.",05d3041f-2598-11ed-aace-005056be1b7a,ICZN,Fluid-10% formalin(2),Physical Object,VOUCHER,24 Oct 1977,"05 36'10""S","132 43'19""E",NA,NA,NA,NA,NA,coral head on sand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,PROCFish/C,NA,Cook Islands,CK,aefc7213-c158-48c3-8567-08b4a27bfa73,1192752000000,1192752000000,1192752000000,2007,19,-21.269033,-159.733167,2007-10-19,B95B9492-CD09-4A89-B1D1-8153DCF68A22,Actiniidae,100653,POINT(-159.733167 -21.269033),Entacmaea,267415,WGS84,1,SPC,Animalia,2,en,TRUE,10,B95B9492-CD09-4A89-B1D1-8153DCF68A22_DF542953-4220-4A6C-A0B9-D54C68825927,present,Actiniaria,1360,Cnidaria,1267,Emmanuel Tardy,Reef benthos transect,http://purl.org/spc/digilib/doc/pfj5w,Entacmaea quadricolor,"(Leuckart in Rüppell & Leuckart, 1828)",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,292,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,Pacific Ocean,2007,662ff38d-a832-4bb0-9dee-e9ad17146947,6209df6a-7dc0-467b-8f56-38e7dd074e3d,6c17c09e-5cc2-4d5a-8463-e866731d35a1,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,2,342,26.04,35.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,LIRS,100,Australia,NA,NA,1193875200000,1193875200000,1193875200000,2007,NA,-14.6924,145.466,2007-11-01 00:11:00,NA,Actiniidae,100653,POINT (145.46581 -14.69243),Entacmaea,267415,NA,NA,AM,Animalia,2,NA,TRUE,NA,f7a99d60-25b9-4454-97ab-464725cf35ad,present,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,NA,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,NA,6e79b40d-568b-446f-9715-dca896b85606,0e4e4700-5e70-48b1-b100-d6b05888dfa9,2a57cd59-6799-4579-955e-27c9af97aea4,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,2.06,3,26.45,34.93,NA,NA,NA,NA,NA,2019-01-02T15:59:43,NA,0.0009,1,individuals,Queensland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,co113,10000,Australia,NA,NA,145929600000,145929600000,145929600000,1974,NA,-23.533,151.266,1974-08-17,NA,Actiniidae,100653,POINT (151.26600 -23.53300),Entacmaea,267415,NA,NA,AM,Animalia,2,NA,TRUE,NA,urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:G.16069,present,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,NA,710f3845-31ca-44a8-af6c-082b8a18202b,517ac935-af0f-4358-88fb-7093015182af,2a57cd59-6799-4579-955e-27c9af97aea4,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,13.84,3181,23.63,35.38,NA,NA,NA,NA,NA,2017-03-02T11:58:37,NA,0.0896,NA,NA,NA,G.16069,NA,NA,NA,NA,NA,NA,NA,NA,north side of Rundle Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,PROCFish/C,30,Solomon Islands,SB,7c0229a3-75b1-45e1-ab94-e036aa75f2db,1155340800000,1155340800000,1155340800000,2006,12,-8.169933,157.03785,2006-08-12,8958B12A-839D-49D4-83C8-EAA4C0DE45F6,Actiniidae,100653,POINT (157.03785 -8.169933),Entacmaea,267415,WGS84,1,SPC,Animalia,2,en,TRUE,8,8958B12A-839D-49D4-83C8-EAA4C0DE45F6_DF542953-4220-4A6C-A0B9-D54C68825927,present,Actiniaria,1360,Cnidaria,1267,Ferral Lasi,Reef benthos transect,http://purl.org/spc/digilib/doc/pfj5w,Entacmaea quadricolor,"""(Leuckart in R�ppell & Leuckart, 1828)""",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,224,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,Pacific Ocean,2006,74c43a96-0c1e-4b07-8153-8a8f0346a47c,7cab72d0-12e0-46ac-823a-786cdb3ade40,6c17c09e-5cc2-4d5a-8463-e866731d35a1,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,2,1917,29.46,34.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,IZ,NA,Indonesia,NA,NA,246240000000,246240000000,246240000000,1977,21,-6.05,134.25,1977-10-21,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,CAS,Animalia,2,en,TRUE,10,urn:catalog:CAS:IZ:9807,NA,Actiniaria,1360,Cnidaria,1267,Daphne F. Dunn,NA,NA,Entacmaea quadricolor,"(Leuckart in Rüppell & Leuckart, 1828)",NA,Entacmaea quadricolor,289898,quadricolor,294,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,1977,76064ecb-f40e-4703-b5b3-3ecaa62739ff,aa16d305-d413-4c4a-90be-b1ec3298d58d,b7c47783-a020-4173-b390-7b57c4fa1426,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,2,1882,28.04,33.55,NA,NA,024034,NA,NA,NA,"Spec. notes: Pieces only; NOTES:Remainder of specimen #CA 13 in Rumphius Memorial Laboratoy, Ambon.",NA,NA,NA,NA,9807,https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470,Asia,1977-10-21,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Actiniaria, Enthemonae, Actinioidea, Actiniidae","Asia, Pacific Ocean",Daphne F. Dunn,http://grscicoll.org/institution/california-academy-sciences,https://creativecommons.org/publicdomain/zero/1.0/,"Moluccas Islands, Aru Islands, Kobroor Island, Tanjung Turajera, shallow, among coral",05d30a16-2598-11ed-aace-005056be1b7a,ICZN,Fluid-10% formalin(1),Physical Object,VOUCHER,21 Oct 1977,06 03'S,134 15'E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,co113,10000,Philippines,NA,NA,187833600000,187833600000,187833600000,1975,NA,13.42999,121,1975-12-15,NA,Actiniidae,100653,POINT (121.00000 13.42999),Entacmaea,267415,NA,NA,AM,Animalia,2,NA,TRUE,NA,urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:G.16070,present,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,NA,79204de6-4634-47d1-a6aa-e5bda394d314,517ac935-af0f-4358-88fb-7093015182af,2a57cd59-6799-4579-955e-27c9af97aea4,FALSE,FALSE,Entacmaea quadricolor,289898,"NO_DEPTH,ON_LAND",-67,-2067,28.25,32.17,NA,NA,NA,NA,NA,2017-03-02T11:58:37,NA,0.0896,NA,NA,NA,G.16070,NA,NA,NA,NA,NA,NA,NA,NA,"north of Tabangao, Batangas Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,IZ,NA,Indonesia,NA,NA,160012800000,160012800000,160012800000,1975,27,-3.7166666667,128.2,1975-01-27,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,CAS,Animalia,2,en,TRUE,1,urn:catalog:CAS:IZ:9803,NA,Actiniaria,1360,Cnidaria,1267,G.R. Allen,NA,NA,Entacmaea quadricolor,"(Leuckart in Rüppell & Leuckart, 1828)",NA,Entacmaea quadricolor,289898,quadricolor,27,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,1975,79a490ba-baee-4d32-b95f-d3de44997c24,aa16d305-d413-4c4a-90be-b1ec3298d58d,b7c47783-a020-4173-b390-7b57c4fa1426,FALSE,FALSE,Entacmaea quadricolor,289898,"DEPTH_EXCEEDS_BATH,ON_LAND",-279,-3285,NA,NA,NA,2,024031,NA,2,NA,"Spec. notes: Pieces only; NOTES:Host for fishes ""Amphiprion melanopus"" (X6) and ""Premnas biaculeatus"" (X1 juvenile). Column bright red. Remainder of spec. #CA 25 in.",NA,NA,NA,NA,9803,https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470,Asia,1975-02,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Actiniaria, Enthemonae, Actinioidea, Actiniidae","Asia, Pacific Ocean",Daphne F. Dunn,http://grscicoll.org/institution/california-academy-sciences,https://creativecommons.org/publicdomain/zero/1.0/,"Moluccas Islands, Banda Sea, E coast of Ambon, off Suli Village.",05d3085a-2598-11ed-aace-005056be1b7a,ICZN,Fluid-10% formalin(1),Physical Object,VOUCHER,27 Jan 1975,03 43'S,128 12'E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,REA_Inverts,NA,NA,NA,NA,1077494400000,1077494400000,1077494400000,2004,23,-14.351149559,-170.728637695,2004-02-23T12:00:00Z,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,CRED,Animalia,2,NA,TRUE,2,NA,NA,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,NA,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,NA,NA,2004,7a41c516-6545-4f04-8e76-c26534722be4,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,310922b4-9d0c-4de1-92d7-9b442d34765b,FALSE,FALSE,Entacmaea quadricolor,289898,NA,190,52,28.69,35.14,NA,13.5,NA,16,11,NA,NA,NA,NA,NA,NA,4987_420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coral Reef Ecosystem Division (CRED), NOAA Pacific Island Fisheries Science Center, 2008-05-08, CRED Rapid Ecological Assessment of Invertebrate in the Pacific Ocean, from 2002 to 2008",NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,PROCFish/C,30,Solomon Islands,SB,7c0229a3-75b1-45e1-ab94-e036aa75f2db,1155254400000,1155254400000,1155254400000,2006,11,-8.196475,157.006225,2006-08-11,BFB1B60A-5A68-4268-AACA-0491E2CA0A23,Actiniidae,100653,POINT (157.006225 -8.196475),Entacmaea,267415,WGS84,3,SPC,Animalia,2,en,TRUE,8,BFB1B60A-5A68-4268-AACA-0491E2CA0A23_DF542953-4220-4A6C-A0B9-D54C68825927,present,Actiniaria,1360,Cnidaria,1267,Ferral Lasi,Manta tow transect,http://purl.org/spc/digilib/doc/pfj5w,Entacmaea quadricolor,"""(Leuckart in R�ppell & Leuckart, 1828)""",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,223,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,Pacific Ocean,2006,7ae081c0-353b-4b39-905d-72fba6f86485,7cab72d0-12e0-46ac-823a-786cdb3ade40,6c17c09e-5cc2-4d5a-8463-e866731d35a1,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,-6,38,29.46,34.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
